Influenza	bone_fracture	STD
4.25000000000000	1.75000000000000	3.08333333333333
-9.16666666666667	-7.83333333333333	23.5000000000000
8.58333333333333	21.5000000000000	12.2500000000000
7.50000000000000	1.08333333333333	2.83333333333333
0.333333333333333	0	14.4166666666667
6.16666666666667	3.75000000000000	1.91666666666667
7.50000000000000	6.50000000000000	5.66666666666667
8.50000000000000	21.2500000000000	23.8333333333333
-0.0833333333333333	1.25000000000000	7.50000000000000
5.50000000000000	-4.66666666666667	1.50000000000000
8.75000000000000	16.7500000000000	17.5000000000000
-5.66666666666667	13.2500000000000	23.7500000000000
16.2500000000000	4.66666666666667	5.50000000000000
18.5833333333333	18.9166666666667	5.66666666666667
14.5000000000000	25.2500000000000	22
-0.750000000000000	-0.750000000000000	2.75000000000000
4.33333333333333	1.66666666666667	5.50000000000000
0.416666666666667	0.833333333333333	8.25000000000000
-19.6666666666667	-2.66666666666667	21.6666666666667
7.50000000000000	11.7500000000000	33.6666666666667
1.58333333333333	2.08333333333333	22.9166666666667
10.7500000000000	13.7500000000000	31.3333333333333
-8.83333333333333	15.7500000000000	3.41666666666667
29.2500000000000	12.2500000000000	7
-1.41666666666667	0.166666666666667	1
12.9166666666667	3.75000000000000	7.08333333333333
-0.250000000000000	0	2.33333333333333
6.75000000000000	21.2500000000000	4.25000000000000
5	4.75000000000000	2.25000000000000
-2.25000000000000	1	4
2.41666666666667	-0.416666666666667	14
3.75000000000000	-6.58333333333333	3.16666666666667
6.66666666666667	9.66666666666667	26
10.8333333333333	8.58333333333333	6.83333333333333
-1.33333333333333	-9.91666666666667	3.41666666666667
-6.50000000000000	-9	22.3333333333333
0.583333333333333	3.08333333333333	6.16666666666667
7.58333333333333	-20.2500000000000	39.8333333333333
9	10.1666666666667	5.50000000000000
17.8333333333333	15.6666666666667	12.7500000000000
4.50000000000000	4.91666666666667	8.58333333333333
11.3333333333333	4.83333333333333	-5.91666666666667
-12.7500000000000	0.750000000000000	2.75000000000000
2.66666666666667	9.83333333333333	14.3333333333333
5.16666666666667	22.8333333333333	21.4166666666667
1.50000000000000	4.75000000000000	12.9166666666667
5.08333333333333	3.16666666666667	5.41666666666667
-0.416666666666667	3.50000000000000	3.58333333333333
12.6666666666667	13.4166666666667	7.83333333333333
4.25000000000000	12.3333333333333	11.5833333333333
6.41666666666667	24.6666666666667	26
3.41666666666667	6	18.1666666666667
8.33333333333333	4.33333333333333	6.58333333333333
0.166666666666667	0.833333333333333	2.75000000000000
0.500000000000000	-6.50000000000000	7.33333333333333
9.58333333333333	8.75000000000000	15.7500000000000
16.6666666666667	1.41666666666667	12.4166666666667
22.0833333333333	22.4166666666667	33.2500000000000
8.25000000000000	7	7.25000000000000
18.2500000000000	2.83333333333333	23.5000000000000
3.41666666666667	2.83333333333333	18.0833333333333
-0.416666666666667	-1.50000000000000	0.916666666666667
2.83333333333333	0.666666666666667	3.66666666666667
10.5000000000000	2.25000000000000	12.5833333333333
0.416666666666667	-4.33333333333333	14.0833333333333
9	19.3333333333333	57.9166666666667
9	12.5833333333333	0.916666666666667
1.08333333333333	1.58333333333333	13
-0.166666666666667	-0.250000000000000	0.750000000000000
1.50000000000000	1.08333333333333	3.91666666666667
-0.166666666666667	16.4166666666667	8.58333333333333
-1.75000000000000	-2.50000000000000	11.6666666666667
2.66666666666667	1.83333333333333	14.8333333333333
7.66666666666667	13.4166666666667	37.4166666666667
13.8333333333333	3.08333333333333	10.7500000000000
1.16666666666667	2.25000000000000	7.33333333333333
-4.25000000000000	15.6666666666667	34.1666666666667
-0.166666666666667	4.33333333333333	1.75000000000000
-1.25000000000000	5.33333333333333	14.6666666666667
11	0.0833333333333333	22.8333333333333
3.58333333333333	2.08333333333333	3.08333333333333
2.91666666666667	7.33333333333333	5.66666666666667
0.500000000000000	0.250000000000000	-5.41666666666667
5.41666666666667	8.41666666666667	6.08333333333333
21.3333333333333	14.4166666666667	3.50000000000000
2.33333333333333	7.58333333333333	1.91666666666667
16.3333333333333	1.58333333333333	0.416666666666667
10.7500000000000	3.91666666666667	15.6666666666667
4.16666666666667	8.91666666666667	13.5833333333333
5.16666666666667	4.41666666666667	7.75000000000000
11.0833333333333	7.83333333333333	28.9166666666667
0.583333333333333	1.91666666666667	24.9166666666667
9.16666666666667	12.2500000000000	13.9166666666667
1.08333333333333	1	2.33333333333333
1.66666666666667	15	19.5833333333333
9.58333333333333	5.75000000000000	26.0833333333333
4.25000000000000	2.16666666666667	12
2.41666666666667	1.58333333333333	2
7.16666666666667	20.5000000000000	31.7500000000000
3.50000000000000	2.08333333333333	6.66666666666667
1.50000000000000	20.5833333333333	4.58333333333333
1.33333333333333	0.583333333333333	1.91666666666667
1.91666666666667	14.8333333333333	37.3333333333333
5.66666666666667	5	27.6666666666667
0	-0.666666666666667	0.166666666666667
-8.16666666666667	-0.583333333333333	-0.666666666666667
-1.50000000000000	16.2500000000000	6
4.58333333333333	10.1666666666667	4.33333333333333
-1.50000000000000	1	9.33333333333333
0	3.41666666666667	2.66666666666667
2.58333333333333	4.50000000000000	23.2500000000000
7.83333333333333	-1.33333333333333	-2.50000000000000
10.5833333333333	12.4166666666667	11.9166666666667
5.83333333333333	12.9166666666667	18.6666666666667
3	1.91666666666667	5.58333333333333
5.08333333333333	8.50000000000000	14.9166666666667
-7.83333333333333	4.33333333333333	25.1666666666667
5.08333333333333	0.500000000000000	2.25000000000000
1.83333333333333	5.08333333333333	4.08333333333333
6	11.0833333333333	14
0	0	1.50000000000000
2.50000000000000	0.166666666666667	23
9	5.50000000000000	17.3333333333333
40.6666666666667	36.5000000000000	29.1666666666667
5.33333333333333	12.8333333333333	25.0833333333333
2.83333333333333	2.16666666666667	1.66666666666667
2.91666666666667	32.8333333333333	1.08333333333333
9.41666666666667	-0.0833333333333333	53
0.833333333333333	1.91666666666667	3.58333333333333
1.50000000000000	0.750000000000000	0.916666666666667
7.91666666666667	4.25000000000000	14.0833333333333
-2.33333333333333	10.1666666666667	59.5833333333333
7.66666666666667	1.33333333333333	1.16666666666667
4.83333333333333	1.33333333333333	1.41666666666667
-3	1.25000000000000	3.58333333333333
3.16666666666667	5	2.41666666666667
13.0833333333333	20.8333333333333	42.7500000000000
-0.833333333333333	1.91666666666667	2.25000000000000
2.50000000000000	0.500000000000000	14.9166666666667
14.5833333333333	0.583333333333333	1.41666666666667
10.9166666666667	14.7500000000000	15.5833333333333
0.166666666666667	2.16666666666667	5.33333333333333
8.91666666666667	2.08333333333333	13.4166666666667
4.41666666666667	4.16666666666667	5.16666666666667
-3.83333333333333	-0.416666666666667	5.08333333333333
5.08333333333333	5.50000000000000	4.75000000000000
8.08333333333333	10.2500000000000	15.0833333333333
2.25000000000000	3.50000000000000	-0.250000000000000
0.250000000000000	1.91666666666667	18.4166666666667
6.33333333333333	6.16666666666667	13.3333333333333
0.750000000000000	-28.5833333333333	16.5000000000000
-6.58333333333333	-8.50000000000000	15.5833333333333
1.33333333333333	4.75000000000000	10.5833333333333
-0.500000000000000	-2.25000000000000	8.41666666666667
2.50000000000000	1.50000000000000	6.50000000000000
0.916666666666667	13.6666666666667	22.6666666666667
11.9166666666667	1.33333333333333	43.0833333333333
5.41666666666667	-3.08333333333333	9.08333333333333
7	9.25000000000000	29.7500000000000
4.08333333333333	0.166666666666667	10.7500000000000
5.41666666666667	3.75000000000000	7
7.50000000000000	8.75000000000000	19.3333333333333
0.416666666666667	2.83333333333333	3.41666666666667
-7.33333333333333	8.50000000000000	40.7500000000000
26.5833333333333	16.9166666666667	34.0833333333333
-1.33333333333333	3	28.5000000000000
0.416666666666667	9.75000000000000	6.41666666666667
0.250000000000000	1.75000000000000	7.83333333333333
-1.75000000000000	7.75000000000000	25.2500000000000
8.08333333333333	12.9166666666667	18.1666666666667
-9.16666666666667	1.83333333333333	19.5833333333333
2.83333333333333	0.916666666666667	32.5833333333333
1.25000000000000	11.2500000000000	28.7500000000000
11.1666666666667	7.08333333333333	21.8333333333333
6.66666666666667	1.08333333333333	6
-2.16666666666667	-3.25000000000000	23.3333333333333
8.83333333333333	9.91666666666667	13.7500000000000
4.41666666666667	0	15.7500000000000
0.500000000000000	0.500000000000000	6.41666666666667
-3.83333333333333	-0.416666666666667	41.6666666666667
-0.166666666666667	0.583333333333333	3.33333333333333
47.1666666666667	45.0833333333333	53.1666666666667
-2.08333333333333	-3.75000000000000	8.41666666666667
12.1666666666667	12.6666666666667	32.8333333333333
9.58333333333333	24.1666666666667	48
28.0833333333333	15.5833333333333	25.6666666666667
0.500000000000000	-6.75000000000000	-1.25000000000000
-2.91666666666667	-1.25000000000000	5.50000000000000
4.33333333333333	14.1666666666667	4.16666666666667
11.3333333333333	23.9166666666667	3.25000000000000
1.91666666666667	4.50000000000000	14.6666666666667
3.41666666666667	0.500000000000000	36.5000000000000
0.166666666666667	0.500000000000000	3.08333333333333
2	-7.33333333333333	30.3333333333333
-0.750000000000000	16.0833333333333	29.2500000000000
2.50000000000000	5.16666666666667	14.2500000000000
-5.08333333333333	13.5833333333333	19.1666666666667
0.750000000000000	2.75000000000000	10.5000000000000
2	0.0833333333333333	11.2500000000000
7	14.3333333333333	17.6666666666667
3.83333333333333	8.50000000000000	13.1666666666667
24.1666666666667	15	43.1666666666667
