trust_in_science Country(1DE_2UK_3US) Timepoint
92	1	1
98	1	1
100	1	1
100	1	1
88	1	1
100	1	1
85	1	1
100	1	1
100	1	1
52	1	1
88	1	1
80	1	1
73	1	1
70	1	1
45	1	1
100	1	1
54	1	1
90	1	1
100	1	1
100	1	1
83	1	1
100	1	1
97	1	1
14	1	1
77	1	1
90	1	1
100	1	1
100	1	1
100	1	1
90	1	1
100	1	1
78	1	1
94	1	1
76	1	1
100	1	1
45	1	1
90	1	1
93	1	1
100	1	1
100	1	1
100	1	1
100	1	1
100	1	1
100	1	1
100	1	1
100	1	1
100	1	1
100	1	1
60	1	1
100	1	1
53	1	1
100	1	1
60	1	1
100	1	1
93	1	1
100	1	1
99	1	1
80	1	1
55	1	1
100	1	1
94	1	1
100	1	1
85	1	1
100	1	1
80	1	1
96	1	1
100	1	1
100	1	1
100	1	1
85	1	1
82	1	1
80	1	1
100	1	1
99	1	1
92	1	1
96	1	1
86	1	1
55	1	1
100	1	1
96	1	1
100	1	1
95	1	1
100	1	1
98	1	1
100	1	1
100	1	1
96	1	1
80	1	1
100	1	1
100	1	1
92	1	1
100	1	1
80	1	1
100	1	1
100	1	1
85	1	1
59	1	1
95	1	1
74	1	1
82	1	1
100	1	1
100	1	1
88	1	1
100	1	1
95	1	1
82	1	1
84	1	1
100	1	1
80	1	1
66	1	1
81	1	1
92	1	1
69	1	1
100	1	1
100	1	1
99	1	1
95	1	1
66	1	1
97	1	1
100	1	1
92	1	1
100	1	1
100	1	1
100	1	1
92	1	1
85	1	1
89	1	1
100	1	1
80	1	1
100	1	1
100	1	1
81	1	1
100	1	1
62	1	1
86	1	1
33	2	1
38	2	1
99	2	1
96	2	1
100	2	1
76	2	1
100	2	1
73	2	1
93	2	1
77	2	1
65	2	1
65	2	1
50	2	1
84	2	1
91	2	1
91	2	1
100	2	1
98	2	1
100	2	1
68	2	1
100	2	1
98	2	1
72	2	1
100	2	1
100	2	1
87	2	1
74	2	1
70	2	1
100	2	1
67	2	1
82	2	1
88	2	1
100	2	1
59	2	1
100	2	1
70	2	1
85	2	1
75	2	1
85	2	1
60	2	1
80	2	1
100	2	1
99	2	1
95	2	1
63	2	1
93	2	1
58	2	1
94	2	1
88	2	1
61	2	1
53	2	1
71	2	1
63	2	1
58	2	1
79	2	1
88	2	1
90	2	1
50	2	1
54	2	1
50	2	1
96	2	1
80	2	1
38	2	1
81	2	1
100	2	1
97	2	1
33	2	1
77	2	1
15	2	1
70	2	1
67	2	1
91	2	1
89	2	1
87	2	1
72	2	1
95	2	1
100	2	1
64	2	1
100	2	1
90	2	1
37	2	1
78	2	1
71	2	1
100	2	1
4	2	1
90	2	1
75	2	1
89	2	1
50	2	1
84	2	1
100	2	1
90	2	1
99	2	1
58	2	1
93	2	1
60	2	1
76	2	1
97	2	1
14	2	1
68	2	1
99	2	1
58	2	1
86	2	1
95	2	1
98	2	1
88	2	1
100	2	1
20	2	1
35	2	1
51	2	1
92	2	1
100	2	1
97	2	1
89	2	1
93	2	1
73	2	1
93	2	1
92	2	1
95	2	1
97	2	1
61	2	1
60	2	1
50	2	1
59	2	1
100	2	1
73	2	1
71	2	1
69	2	1
84	2	1
97	2	1
77	2	1
100	2	1
59	2	1
88	2	1
92	2	1
100	2	1
59	2	1
77	2	1
72	2	1
66	2	1
99	2	1
70	2	1
100	2	1
77	2	1
100	2	1
96	2	1
81	2	1
100	2	1
87	2	1
78	2	1
97	2	1
44	2	1
60	2	1
100	2	1
92	2	1
100	2	1
56	2	1
65	2	1
77	2	1
67	2	1
45	2	1
95	2	1
95	2	1
99	2	1
90	2	1
58	2	1
76	2	1
89	2	1
100	2	1
84	2	1
100	2	1
65	2	1
100	2	1
96	2	1
82	2	1
80	2	1
92	2	1
100	2	1
20	2	1
80	2	1
92	2	1
90	2	1
91	2	1
19	2	1
75	2	1
30	2	1
70	2	1
73	2	1
65	2	1
99	2	1
82	2	1
66	2	1
2	2	1
60	2	1
85	2	1
97	2	1
75	2	1
20	2	1
97	2	1
80	2	1
100	2	1
76	2	1
75	2	1
100	2	1
94	2	1
86	2	1
100	3	1
87	3	1
83	3	1
100	3	1
100	3	1
100	3	1
100	3	1
29	3	1
53	3	1
90	3	1
96	3	1
58	3	1
97	3	1
98	3	1
100	3	1
100	3	1
100	3	1
95	3	1
85	3	1
0	3	1
99	3	1
78	3	1
70	3	1
100	3	1
76	3	1
83	3	1
45	3	1
38	3	1
100	3	1
33	3	1
70	3	1
86	3	1
44	3	1
65	3	1
100	3	1
60	3	1
69	3	1
85	3	1
48	3	1
66	3	1
49	3	1
90	3	1
98	3	1
99	3	1
100	3	1
100	3	1
81	3	1
84	3	1
80	3	1
76	3	1
89	3	1
33	3	1
22	3	1
72	3	1
100	3	1
100	3	1
57	3	1
91	3	1
63	3	1
100	3	1
95	3	1
75	3	1
87	3	1
90	3	1
89	3	1
80	3	1
100	3	1
100	3	1
37	3	1
79	3	1
100	3	1
85	3	1
69	3	1
97	3	1
100	3	1
100	3	1
100	3	1
100	3	1
53	3	1
50	3	1
71	3	1
82	3	1
100	3	1
100	3	1
49	3	1
99	3	1
82	3	1
91	3	1
95	3	1
70	3	1
89	3	1
95	1	2
81	1	2
100	1	2
100	1	2
54	1	2
95	1	2
100	1	2
92	1	2
90	1	2
72	1	2
78	1	2
98	1	2
81	1	2
88	1	2
32	1	2
94	1	2
69	1	2
