1003,1,22,1,1,1,6,21,51,81,86,41,81,91,91,101,51,101,26,101,51,101,76,101,101,51,36,91,71,96,81,71,51,66,21,31,71,81,21,21,21,11,11,1,76,1,1,1,11,51,76,16,16,6,16,1,1,1,2,2,2,2,11,21,31,31,31,6,6,8,11,11,11,76,101,11,16,76,101,101,101,31,63,51,12,1,74,101,101,1,1,2,2,2,1,1,1,1,1,1,1,4,4,31,41,1,26,6,2,51,81,31,31,11,11,101,101,101,101,101,101,31,21,71,81,81,21,11,66,66,91,91,6,11,66,66,91,91,6,41,11,1,51,1,1,71,91,1,91,91,1,81,71,1,51,51,71,51,101,31,91,91,21,46,21,1,21,11,11,51,11,101,21,21,21,21,37,101,101,101,101,101,101,27,10,72,68,81,51,22,70,70,82,85,22,22,76,88,90,92,14,21,20,1,1,1,1,59,71,23,73,10,8,2,6,1,2,1,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,16,54,64,94,127,148,220,128,86,101,143,110,28,1325,1,0,14,14,0,0,1
1004,1,23,1,1,1,6,54,82,95,101,66,89,92,101,95,89,48,36,67,71,86,81,93,81,89,74,84,95,96,69,37,71,26,31,49,69,70,82,19,16,32,33,74,17,1,1,1,41,60,53,72,12,1,62,1,1,1,1,60,71,74,85,34,35,51,76,45,59,76,92,17,17,87,92,25,25,69,82,95,89,70,1,1,1,1,51,51,51,2,1,1,1,2,1,1,2,1,2,1,3,5,4,84,77,81,74,15,50,81,89,70,51,35,38,74,96,101,101,52,36,49,43,65,89,93,50,74,48,72,76,101,101,74,89,87,101,101,101,71,83,43,87,101,39,89,94,48,73,65,35,90,51,33,60,93,88,58,89,68,70,62,77,15,46,19,75,71,71,12,45,82,69,70,60,37,43,81,95,96,101,101,101,67,53,48,101,101,101,53,96,29,90,101,101,75,69,68,94,101,101,63,89,52,101,101,28,75,89,30,88,70,78,2,4,6,4,1,7,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,11,16,32,56,42,82,78,128,105,55,56,88,92,30,871,1,0,14,14,0,0,1
1005,1,27,1,1,1,6,61,65,42,51,72,78,28,54,101,101,101,98,101,99,101,97,97,95,97,94,95,91,101,101,18,20,31,75,71,50,63,53,36,36,46,46,92,11,1,26,1,36,91,37,17,28,22,46,2,3,6,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,76,86,51,51,76,86,80,94,52,72,71,51,51,81,96,93,1,1,1,2,2,1,1,1,1,1,1,2,5,4,101,68,15,15,16,17,92,86,52,46,42,19,16,1,1,1,1,30,30,8,10,2,2,30,27,10,11,5,2,28,19,1,1,1,1,30,81,55,28,74,53,34,94,86,26,87,91,43,96,94,68,83,99,61,97,94,53,85,86,60,81,84,51,77,76,64,51,88,88,76,61,50,86,86,51,27,51,28,45,30,30,21,15,27,21,27,51,35,49,37,28,33,51,45,38,30,34,41,19,57,31,39,44,37,26,33,30,24,21,35,8,5,1,3,2,3,8,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,10,23,200,64,81,147,59,193,121,59,63,82,116,36,1099,1,0,14,14,0,0,1
1006,1,21,2,1,1,5,31,21,16,16,36,26,21,21,96,90,101,84,89,79,90,90,92,90,92,90,90,90,87,87,56,75,89,58,81,11,91,16,31,21,31,21,71,41,41,61,31,61,71,51,41,61,51,61,1,1,3,4,2,3,4,51,2,3,6,7,21,21,21,51,4,5,6,16,4,5,6,16,101,101,51,51,101,21,81,101,101,61,1,1,1,1,2,1,1,1,1,1,2,3,5,4,61,91,51,19,19,21,62,89,51,32,32,39,64,60,54,60,85,73,48,46,45,55,71,60,75,76,73,76,86,50,77,81,68,78,79,50,24,26,20,24,9,15,21,21,19,22,36,22,84,100,73,71,33,61,82,85,58,60,68,49,19,30,23,37,82,82,84,79,84,82,82,79,79,76,61,60,65,64,76,64,63,75,74,77,64,51,74,90,76,76,76,49,64,89,74,75,68,51,28,25,44,67,1,22,32,37,40,46,7,27,3,6,2,3,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,9,123,61,612,169,288,113,123,84,28,116,97,74,13,940,1,0,14,14,0,0,1
1007,1,22,1,1,1,6,12,49,90,97,23,62,91,96,73,71,96,86,95,79,84,71,101,90,87,85,101,94,12,12,15,18,59,59,76,11,71,21,30,30,35,35,67,51,15,31,41,51,84,68,40,60,35,70,1,6,9,9,3,13,30,51,7,9,10,13,9,15,31,50,8,10,10,20,9,9,11,23,92,87,25,12,20,1,12,69,95,60,1,2,1,2,2,1,2,2,1,1,1,1,5,4,30,30,1,1,9,8,53,51,14,7,15,15,91,101,101,101,50,101,81,85,98,90,90,69,92,101,101,101,101,59,91,101,101,101,101,88,78,101,101,99,99,51,78,90,101,101,101,60,77,64,1,32,70,70,80,80,20,39,18,64,62,70,1,49,74,81,93,81,78,42,42,35,68,88,101,101,101,101,101,101,86,81,101,91,101,76,47,93,101,101,101,8,59,90,96,98,101,25,43,70,1,45,101,9,79,92,16,65,81,10,6,4,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,11,15,70,85,117,177,143,304,126,60,93,95,105,19,1420,1,0,14,14,0,0,1
1009,1,36,2,1,1,6,29,65,95,98,42,59,78,99,99,97,95,89,89,89,90,89,92,95,59,62,61,71,82,81,81,79,66,78,43,30,29,21,38,26,30,38,69,12,2,2,3,6,54,40,27,24,25,12,3,1,4,3,20,13,8,31,36,29,22,5,46,29,18,51,37,29,24,96,79,67,58,98,100,99,15,31,34,14,10,8,95,96,1,1,1,1,1,1,1,1,1,1,1,2,3,4,52,26,1,4,5,7,71,62,50,39,26,19,80,83,3,89,86,77,54,65,71,59,66,71,98,99,99,96,94,90,99,83,95,95,96,99,89,91,93,89,101,92,90,93,89,88,85,81,54,40,6,18,23,28,32,41,28,34,41,31,45,72,76,67,78,79,76,67,71,74,82,90,66,85,88,94,1,92,90,93,92,75,86,75,82,71,92,89,95,95,93,80,79,82,93,93,85,88,86,87,89,101,101,101,92,85,90,82,90,84,4,6,3,6,5,7,7,6,7,5,5,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,26,16,21,36,89,65,116,90,83,25,46,58,112,44,827,1,0,14,14,0,0,1
1010,1,26,2,1,1,7,12,33,41,87,18,25,43,92,101,50,101,53,101,31,91,51,101,92,3,93,101,101,91,91,51,51,6,24,82,6,53,26,98,98,98,98,74,1,1,7,1,30,85,87,89,94,10,96,2,4,7,11,2,4,6,100,9,12,15,49,3,4,6,100,7,12,15,95,13,22,31,98,52,47,47,24,52,2,3,43,60,54,2,1,2,1,2,1,1,2,1,1,1,1,4,2,71,1,1,17,3,7,89,89,94,49,51,75,101,101,101,101,101,91,12,9,6,8,15,14,92,95,95,94,94,94,90,92,96,99,101,96,1,1,1,1,9,11,83,86,91,96,101,98,6,10,9,9,10,11,77,80,83,85,88,90,14,72,87,90,1,1,1,11,81,1,1,1,4,9,51,101,101,101,101,101,85,89,85,93,93,90,3,5,6,3,8,7,67,73,73,76,77,78,1,1,1,1,1,8,90,89,92,91,93,93,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,12,51,55,62,93,80,103,104,56,78,129,139,26,1000,1,0,14,14,0,0,1
1011,1,27,1,1,1,6,63,89,96,99,77,78,89,91,95,72,86,61,86,63,85,60,61,74,22,19,53,46,25,42,14,11,58,25,49,80,48,67,21,17,43,45,90,40,78,67,18,61,66,78,73,60,63,73,1,1,1,2,19,33,47,92,8,8,16,14,19,19,22,67,20,37,79,101,25,25,79,101,101,101,71,33,30,1,1,84,101,101,1,1,2,1,2,1,1,1,1,1,1,1,4,3,89,45,78,63,64,58,38,66,64,76,29,76,89,84,67,101,100,27,24,45,27,76,91,30,64,68,45,77,66,63,74,73,35,101,97,44,101,44,4,101,99,45,58,58,33,64,37,54,101,72,3,60,15,61,50,74,40,67,69,53,27,15,100,71,16,19,1,72,68,10,11,8,17,36,45,69,33,96,88,60,70,52,27,86,101,30,77,83,37,101,101,49,61,56,42,55,44,55,97,44,16,101,81,65,47,73,34,92,74,31,8,3,6,5,1,4,1,1,6,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,7,6,26,82,26,62,51,125,59,23,72,69,70,17,695,1,0,14,14,0,0,1
1012,1,18,2,1,1,3,10,31,31,39,43,51,54,57,101,89,92,81,101,89,101,90,101,96,101,81,101,92,94,92,10,11,3,13,100,2,81,11,35,52,41,55,90,79,61,21,6,11,90,79,63,24,6,12,1,2,3,18,5,7,10,99,7,10,12,19,11,16,21,99,3,4,7,51,5,8,10,52,101,101,51,101,1,1,1,1,101,101,1,1,1,1,1,1,1,1,1,1,1,2,4,4,97,81,58,33,13,7,95,81,64,33,16,11,91,101,101,101,101,30,75,87,93,93,101,17,80,85,85,101,101,37,85,91,94,101,101,38,1,11,1,6,5,13,22,22,9,8,6,15,88,94,60,53,79,26,89,91,64,66,71,35,1,21,35,65,93,93,91,97,101,84,85,76,97,89,95,101,101,101,101,35,86,86,94,99,101,28,22,70,68,101,101,49,28,61,69,101,101,47,73,75,36,101,101,46,74,77,50,101,101,48,8,6,6,4,1,3,8,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,43,3,80,109,115,149,154,466,217,100,220,163,168,51,1506,1,0,14,14,0,0,1
1013,1,29,2,1,1,8,1,5,79,84,38,49,86,91,101,93,92,43,88,61,66,82,91,31,83,51,101,89,101,86,85,83,85,56,86,34,52,50,67,69,101,101,1,48,65,13,12,75,101,101,101,101,101,101,1,1,36,58,1,1,17,36,76,79,83,79,96,99,101,101,53,52,50,49,46,53,55,55,91,96,24,85,81,28,64,101,101,101,2,1,1,1,1,1,1,1,1,1,1,2,4,3,7,56,61,64,42,77,83,81,89,87,93,91,101,101,83,101,101,73,44,69,69,28,31,49,77,75,76,79,73,77,22,73,74,70,71,78,1,76,77,77,75,84,101,101,101,101,101,101,84,97,92,91,87,90,101,101,101,83,85,77,83,101,101,101,89,92,88,90,85,58,58,59,85,89,101,97,80,101,101,90,27,72,72,75,75,79,101,92,76,101,101,92,55,53,63,49,49,68,22,63,76,63,33,45,71,66,71,78,87,88,1,7,6,4,2,4,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,9,18,71,80,42,90,66,141,83,47,79,90,100,65,940,1,0,14,14,0,0,1
