1031,1,27,2,1,1,7,15,67,67,69,33,63,63,65,86,85,86,80,81,80,92,82,83,80,84,85,86,87,71,71,66,71,73,72,84,23,85,28,75,75,78,80,86,80,19,80,86,86,86,83,19,81,82,85,6,6,6,12,6,9,22,30,9,11,16,17,9,12,16,30,13,25,38,85,19,25,47,79,77,82,51,16,78,80,21,79,88,85,1,2,1,1,2,1,1,1,1,1,3,3,3,3,87,86,58,38,25,23,83,87,44,40,33,30,80,74,90,91,92,77,83,78,87,77,72,70,80,74,77,71,71,72,86,86,86,75,81,79,83,73,73,73,72,69,72,65,65,72,65,71,77,70,75,69,68,63,71,73,74,69,78,73,40,18,64,84,61,115,85,107,76,99,40,789,1,0,11,11,0,0,1
1032,1,21,1,1,1,5,11,21,31,31,56,71,81,81,101,101,101,81,68,85,41,69,101,101,1,38,101,101,81,75,82,76,62,47,81,21,81,21,1,1,51,2,101,1,1,1,1,31,101,61,51,51,61,31,1,1,1,1,2,2,3,11,6,8,9,11,11,11,21,29,49,71,101,101,52,71,92,101,101,101,1,1,61,51,51,51,101,101,2,2,2,1,2,1,2,2,1,2,1,1,2,4,38,4,2,1,1,2,67,61,17,32,37,6,1,1,1,101,1,4,75,75,86,92,95,60,77,88,101,101,101,77,77,88,101,101,101,77,1,1,77,1,1,88,80,87,69,48,65,62,11,13,2,4,4,101,72,92,92,39,16,91,6,13,54,51,67,94,99,146,100,96,22,748,1,0,11,11,0,0,1
1037,1,24,1,1,1,5,16,36,61,91,41,71,91,99,85,67,56,48,50,44,60,67,88,88,70,75,80,69,75,72,64,54,65,65,81,26,81,36,77,40,60,43,91,91,81,101,81,101,90,92,88,101,81,101,1,1,2,4,21,21,21,36,11,11,16,21,41,41,56,61,11,4,35,35,36,16,51,51,80,64,87,22,73,51,69,68,101,101,2,1,1,1,2,1,1,2,1,1,1,1,3,3,11,36,11,11,11,11,41,31,26,51,36,41,11,11,6,1,1,26,25,35,28,13,5,30,11,11,6,2,2,21,6,11,6,1,1,16,52,72,37,68,55,58,60,59,69,72,66,67,21,101,51,21,16,71,67,91,71,61,41,61,21,8,58,207,72,110,112,114,140,108,88,835,1,0,11,11,0,0,1
1039,1,19,2,1,1,5,16,25,2,1,31,41,4,1,92,101,70,70,72,83,84,84,82,82,80,80,80,86,63,64,89,92,95,96,46,37,62,71,31,51,36,36,1,31,1,14,1,16,81,79,79,23,21,30,1,1,1,1,1,1,11,11,3,6,6,8,16,19,19,19,5,10,5,3,37,37,19,34,76,70,79,25,92,21,26,10,77,81,2,1,2,1,2,1,2,1,1,1,1,1,4,3,1,42,3,16,1,7,87,62,41,19,3,21,1,32,1,6,1,5,94,41,11,19,1,17,87,87,100,101,101,101,101,63,92,69,101,91,67,58,55,55,58,58,77,61,60,67,67,67,98,84,47,45,50,49,97,83,31,59,42,31,30,16,54,161,62,91,94,191,103,92,33,927,1,0,11,11,0,0,1
1043,1,28,2,1,1,6,64,80,97,101,71,88,99,101,83,51,92,59,37,54,40,53,29,48,59,40,34,39,46,23,38,35,28,40,91,5,81,21,15,12,9,26,24,19,14,19,47,50,32,25,28,30,25,30,10,19,36,78,3,4,13,40,19,40,50,98,10,13,17,55,14,24,76,101,10,24,67,101,101,101,63,46,32,16,11,28,76,51,1,1,2,2,2,2,1,2,1,1,1,1,5,4,81,31,16,6,5,4,64,40,37,17,12,5,63,41,28,48,34,49,40,62,40,45,40,31,68,42,29,34,42,37,60,35,53,34,50,39,78,62,61,53,49,51,71,54,50,32,40,32,76,56,43,32,24,18,84,63,53,64,48,20,4,1,23,43,12,41,34,25,16,39,14,252,1,0,11,11,0,0,1
1045,1,21,1,1,1,5,51,51,51,51,101,101,51,51,84,81,86,78,86,83,87,79,97,94,23,23,40,40,40,42,73,73,50,51,71,36,71,51,72,21,81,81,101,91,76,65,54,48,84,83,72,60,52,50,1,1,1,51,51,51,51,101,47,47,50,51,53,53,51,53,59,64,88,101,22,25,87,101,92,92,10,12,51,51,38,91,82,81,2,1,2,1,2,1,1,2,1,1,1,1,3,3,101,87,50,43,37,32,101,98,64,46,39,32,1,101,101,101,101,60,79,77,78,73,75,72,48,59,56,53,63,56,1,101,101,101,101,58,101,101,101,101,101,101,101,101,101,101,101,101,101,90,64,51,46,31,87,72,59,40,35,31,10,8,128,153,82,114,54,178,128,127,58,929,1,0,11,11,0,0,1
1048,1,18,2,3,1,5,41,61,81,96,51,71,91,99,101,101,51,51,81,91,81,101,101,51,91,51,101,61,101,81,21,41,101,31,51,11,51,16,21,6,51,31,101,101,21,1,1,21,76,76,51,21,21,41,1,1,1,1,6,11,16,26,51,51,71,71,11,16,21,31,1,1,51,51,1,1,51,51,101,101,51,1,51,1,1,51,51,101,1,1,1,1,1,1,1,2,1,2,2,2,5,3,101,101,71,1,1,21,101,101,71,1,1,21,101,51,101,101,101,1,101,101,101,101,101,101,101,101,101,101,101,26,101,101,101,101,101,26,1,71,1,1,1,1,71,71,51,51,26,26,31,76,21,21,11,51,71,76,41,31,26,51,10,13,41,59,48,86,92,113,81,60,16,619,1,0,11,11,0,0,1
1054,1,27,1,1,1,7,30,32,44,46,38,46,49,55,78,74,89,66,53,90,60,78,99,74,50,82,96,79,1,17,27,10,1,13,85,16,88,18,11,17,11,15,2,52,53,22,23,22,70,50,49,28,27,33,1,2,12,55,3,10,16,55,6,12,22,52,5,8,17,85,6,10,15,34,11,19,26,31,101,93,25,1,1,1,1,94,98,84,2,1,2,1,2,1,1,2,1,2,1,1,4,4,1,54,46,11,6,14,84,70,37,27,16,10,1,1,1,1,1,1,53,48,69,86,15,25,71,81,85,101,101,71,101,63,62,86,101,49,2,52,25,11,36,14,79,72,61,86,52,9,21,48,42,6,6,25,69,68,67,57,63,17,15,10,41,84,55,98,111,152,108,85,26,785,1,0,11,11,0,0,1
1057,1,24,2,1,1,6,20,64,64,101,54,78,82,83,82,86,80,82,49,28,101,101,101,101,101,101,94,93,101,101,101,101,1,1,101,4,101,3,76,1,10,15,1,76,17,6,4,11,21,66,18,14,4,14,2,2,4,4,4,6,6,51,2,2,12,11,5,5,5,94,6,7,13,59,7,5,7,57,101,101,97,50,51,50,50,86,87,51,1,1,1,2,2,1,1,1,1,1,1,1,5,5,4,75,18,6,2,24,12,83,27,16,9,24,1,94,85,83,15,21,16,53,18,14,17,15,100,75,96,69,94,99,101,74,101,71,101,101,86,97,93,94,101,85,101,88,87,87,89,83,92,69,55,38,77,24,48,63,22,86,83,13,15,37,36,79,89,105,80,162,64,59,22,721,1,0,11,11,0,0,1
1058,1,23,1,1,1,6,31,61,91,96,29,61,91,96,83,69,19,51,85,69,91,83,101,97,63,63,89,83,59,55,51,53,69,68,71,11,71,11,21,17,21,17,89,35,77,25,1,56,89,36,65,27,15,57,1,1,3,5,5,7,13,23,5,8,11,13,6,11,15,27,45,66,75,100,43,57,73,99,101,101,5,1,6,3,1,52,101,91,2,1,2,2,2,2,2,2,1,2,1,2,4,4,83,57,51,21,7,21,83,69,35,21,21,21,66,73,79,95,95,79,78,71,81,82,80,80,85,89,91,99,99,86,85,89,91,99,99,86,73,73,49,27,7,23,75,75,35,45,45,29,91,77,59,49,63,33,91,91,43,75,77,29,23,17,74,174,213,1033,167,382,239,114,31,995,1,0,11,11,0,0,1
