1125,1,27,2,1,1,6,28,43,52,55,38,46,55,57,69,63,78,72,93,75,91,71,91,78,90,74,96,86,56,61,38,43,27,30,91,11,86,16,19,8,25,16,74,67,85,13,6,50,80,78,53,24,16,52,3,6,10,14,7,10,13,24,7,10,14,18,7,10,14,25,16,27,41,87,17,30,43,91,97,91,58,59,59,8,10,58,94,69,1,1,1,1,1,1,1,1,1,1,3,2,5,4,57,52,75,29,22,46,72,74,55,32,27,46,66,77,52,85,83,54,52,51,84,58,68,75,61,65,53,84,85,33,62,64,53,79,80,25,22,19,13,36,25,11,33,43,9,52,37,16,82,86,58,83,86,35,83,88,32,86,91,22,19,21,17,21,80,80,62,59,73,79,78,51,53,61,75,71,58,86,85,51,68,61,78,66,68,53,44,66,53,81,72,32,53,64,65,82,71,31,21,18,13,36,10,13,35,37,24,51,39,13,2,2,6,2,1,4,1,1,5,1,1,4,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,10,13,130,89,66,146,174,216,136,66,128,169,126,23,1403,1,0,14,14,0,0,1
1169,1,24,1,1,1,6,61,87,87,87,71,83,83,83,101,70,101,45,101,62,101,84,101,56,88,78,82,76,33,21,88,76,9,19,71,31,21,81,30,67,35,87,1,82,1,1,1,51,85,82,72,21,8,64,3,6,6,13,18,31,48,81,30,34,40,45,19,37,48,56,71,87,101,101,64,83,101,101,90,90,7,78,12,1,12,70,95,32,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,92,1,1,1,31,88,90,55,10,6,46,1,35,1,101,101,65,76,82,81,93,92,39,1,21,51,101,101,1,1,21,51,101,101,1,101,57,1,84,85,16,101,101,7,101,101,6,1,77,1,4,5,46,88,81,44,6,9,54,23,30,101,101,73,66,90,59,66,63,50,45,45,44,1,53,7,91,101,51,58,81,59,65,66,29,1,59,101,101,95,1,51,69,91,101,78,32,1,43,81,82,82,4,56,73,79,99,95,17,1,6,4,5,2,3,1,3,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,5,5,29,199,54,88,79,134,148,67,130,72,139,20,1029,1,0,14,14,0,0,1
1014,1,34,1,1,1,7,22,28,74,82,21,26,43,78,101,81,101,90,101,89,101,101,101,80,101,101,101,101,101,101,76,72,101,101,71,18,36,49,1,1,1,1,101,1,1,1,1,9,101,17,10,14,14,26,1,1,1,9,1,1,1,12,4,5,24,78,9,28,85,101,3,1,24,101,2,34,67,101,101,87,1,34,46,1,15,18,101,101,1,1,1,1,1,1,1,1,1,1,1,1,5,5,101,1,1,1,7,9,101,71,76,46,64,64,1,1,1,1,1,12,21,33,8,50,70,51,101,101,101,101,101,101,101,101,101,101,101,101,17,7,1,4,9,10,64,73,16,92,99,18,101,81,60,101,87,84,101,73,40,92,89,20,10,101,1,101,101,101,101,101,101,39,43,17,64,46,101,1,1,1,1,1,101,8,1,7,1,3,1,101,101,67,90,101,80,101,101,101,101,101,1,1,101,101,101,101,101,101,101,101,101,101,8,8,8,5,3,2,8,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,24,3,36,40,33,75,85,84,62,33,49,62,58,26,670,1,0,14,14,0,0,1
1066,1,36,2,1,1,5,13,41,53,61,23,47,63,69,91,84,95,84,101,81,101,73,94,81,91,80,101,84,33,74,67,84,47,47,71,31,91,11,1,1,1,1,41,8,27,5,1,21,51,33,17,25,7,13,1,1,2,5,5,5,6,12,6,6,9,12,5,4,8,18,3,1,16,54,4,1,25,61,89,89,30,17,57,5,11,22,90,78,1,2,1,1,1,1,1,1,1,1,1,1,3,3,74,24,48,25,2,36,48,27,41,31,11,40,61,101,101,101,101,100,58,77,72,87,95,64,54,86,83,91,101,80,30,79,95,96,101,72,77,68,48,53,1,35,73,91,55,80,30,16,59,37,46,18,8,32,70,91,37,38,51,17,53,80,11,67,53,59,85,87,74,47,52,54,64,59,31,101,101,74,101,101,28,78,65,92,101,83,16,101,101,101,101,101,28,86,69,92,84,94,16,40,55,9,2,12,50,82,34,10,14,12,8,3,6,2,1,6,8,4,6,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,8,13,40,60,34,76,50,104,79,49,52,60,69,15,709,1,0,14,14,0,0,1
1046,1,47,1,1,1,6,31,51,96,96,41,61,92,92,101,51,62,61,95,79,98,78,101,95,10,70,55,85,14,19,53,53,82,81,76,26,81,21,41,21,71,26,96,71,71,36,15,14,96,81,79,51,20,16,3,3,3,5,11,14,19,52,7,7,9,28,12,16,20,51,5,6,39,93,5,5,49,93,91,91,50,11,11,1,1,76,92,12,1,1,2,1,2,1,1,2,1,1,2,3,4,4,80,79,79,29,67,53,89,85,85,76,41,59,91,96,99,99,101,56,58,68,60,87,97,34,11,31,31,81,99,52,12,32,32,81,98,53,92,92,74,77,93,72,79,91,74,95,92,77,99,96,74,49,96,35,77,85,60,80,62,61,83,65,92,92,50,31,89,88,92,41,40,28,73,83,96,96,96,101,101,39,76,78,70,68,96,59,11,29,29,97,98,22,27,26,26,98,97,23,88,81,63,64,76,48,69,68,68,86,79,48,5,4,6,3,1,4,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,14,7,115,102,68,141,87,200,145,55,104,122,190,42,1318,1,0,14,14,0,0,1
1130,1,29,1,1,1,7,15,21,54,56,22,40,56,65,101,95,94,70,81,67,92,86,101,90,89,77,96,91,81,84,66,49,13,25,93,8,81,21,42,18,35,18,1,101,1,1,1,12,101,51,41,10,1,21,1,1,5,11,1,5,9,68,1,3,5,21,1,5,15,88,4,12,17,101,8,11,23,101,91,91,41,18,53,1,1,11,85,29,2,2,2,1,2,1,1,2,1,1,3,4,4,3,32,101,33,19,7,63,81,78,25,18,5,60,101,86,101,101,101,70,61,77,91,92,101,47,69,85,77,95,101,64,101,89,101,101,101,81,59,78,84,96,75,51,88,78,64,70,79,55,74,90,53,71,85,48,82,87,53,64,91,46,61,74,44,71,74,76,41,69,90,74,74,54,77,74,101,85,101,88,101,71,60,78,75,85,98,76,101,88,101,89,101,71,36,72,81,79,101,61,75,75,74,72,80,55,61,72,55,70,83,50,2,4,6,3,1,6,1,7,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,10,5,28,48,52,70,94,105,105,35,63,87,88,29,819,1,0,14,14,0,0,1
1129,1,19,2,1,1,5,51,61,21,31,56,66,26,36,101,76,86,61,101,86,101,71,101,86,101,91,101,89,101,101,101,85,75,88,101,1,34,70,3,3,3,3,101,23,14,3,3,10,101,26,20,12,9,6,1,6,6,6,9,14,21,26,3,8,8,8,13,20,25,32,56,41,21,41,66,51,36,61,81,99,1,3,81,1,1,1,101,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,101,76,26,6,3,3,101,70,21,6,3,3,56,96,96,101,101,51,51,85,88,84,99,46,56,101,101,101,101,101,56,101,101,101,101,101,71,101,101,101,101,101,78,101,101,101,101,101,101,101,31,101,101,11,99,99,41,99,100,21,36,66,6,66,86,86,36,101,101,78,74,27,101,101,51,101,101,101,101,60,41,96,96,99,100,61,31,101,101,101,101,51,36,101,101,101,101,61,29,41,11,42,11,61,38,64,49,49,41,35,8,7,6,6,3,4,8,6,6,6,4,6,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,17,2,34,73,45,225,134,104,89,32,62,53,69,12,951,1,0,14,14,0,0,1
1172,1,26,1,1,1,5,54,72,91,100,66,80,97,101,89,80,101,28,101,12,65,39,101,101,84,53,93,80,101,42,8,11,1,23,51,51,72,84,12,64,12,64,17,1,1,1,1,94,57,48,37,1,1,100,1,1,1,7,6,15,35,51,7,16,29,53,19,39,62,85,19,32,51,76,23,39,54,82,101,101,1,32,89,1,1,78,101,15,1,1,1,1,2,1,1,1,1,1,2,3,4,4,53,74,64,74,17,97,78,68,76,85,60,68,93,101,101,85,101,1,28,28,75,41,89,9,12,101,39,101,101,1,12,101,39,101,101,1,58,94,63,101,92,50,101,101,56,87,97,54,58,90,67,101,58,21,92,96,65,75,85,66,48,67,91,70,82,84,101,90,93,66,67,76,80,79,100,101,101,101,101,91,78,71,101,87,101,71,1,101,101,101,101,1,1,101,101,101,1,101,93,69,1,1,1,20,85,97,9,3,43,7,2,4,3,2,1,6,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,16,46,82,53,114,122,235,104,55,93,137,109,23,1199,1,0,14,14,0,0,1
1030,1,46,1,1,1,7,56,76,86,86,56,76,86,86,101,91,31,31,101,81,81,71,91,51,51,81,91,101,31,62,81,21,61,61,81,21,81,21,21,21,36,36,21,1,1,21,1,21,51,21,31,21,21,21,1,1,6,6,11,11,11,11,6,11,21,21,11,11,11,11,11,16,31,51,11,16,31,51,46,46,21,11,11,1,1,21,31,41,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,20,1,1,1,1,41,41,31,21,21,11,101,101,101,91,101,51,71,71,51,31,31,51,101,101,101,101,101,81,101,101,101,101,101,81,51,51,1,66,1,1,51,51,51,66,76,26,62,62,1,71,1,11,51,81,41,85,90,39,41,51,21,71,81,81,51,91,91,91,91,71,76,76,101,101,101,101,101,81,91,91,91,101,101,81,91,91,91,101,101,51,91,91,52,101,101,51,41,41,51,1,1,1,61,61,21,81,23,31,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,180,49,74,128,129,164,140,74,117,95,86,31,1160,1,0,14,14,0,0,1
1032,1,26,2,1,1,7,31,45,89,101,56,40,50,67,101,101,98,86,78,90,91,95,89,92,85,97,73,82,99,64,101,88,92,79,57,40,79,44,65,44,57,79,39,39,51,35,77,63,77,51,78,74,67,38,41,75,90,71,46,34,74,56,90,62,42,66,52,38,74,67,84,59,50,56,71,71,73,51,35,64,63,57,28,55,43,69,81,48,1,1,1,1,1,1,1,1,1,1,1,3,1,2,101,56,27,20,39,16,78,53,64,45,35,87,84,46,74,56,75,59,77,65,50,79,63,70,84,42,82,60,61,93,82,68,39,82,61,64,90,48,80,77,39,73,39,72,52,45,76,89,61,101,69,55,62,76,32,76,67,58,59,73,61,90,73,85,101,76,38,87,68,87,74,92,93,74,100,74,84,59,68,56,65,82,65,45,48,81,77,46,84,62,47,67,55,21,40,89,63,54,96,45,67,67,89,93,60,45,85,60,45,85,6,6,5,4,7,4,5,3,4,2,4,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,7,2,59,10,15,55,50,35,51,11,77,29,59,23,483,1,0,14,14,0,0,1
1147,1,29,1,1,1,6,38,44,46,58,65,77,83,88,89,77,69,49,83,74,40,38,89,76,64,58,79,66,34,61,31,53,53,52,66,41,67,46,30,28,34,38,1,30,22,24,1,35,58,58,52,43,38,53,1,5,9,14,6,13,27,60,17,25,30,45,18,33,49,63,19,19,27,61,26,33,48,76,86,89,77,77,51,8,17,66,91,89,2,1,2,1,1,1,1,2,1,2,1,2,4,4,1,72,29,9,14,22,73,66,53,47,33,38,101,81,22,40,80,59,35,48,43,46,64,69,58,63,66,67,76,78,1,67,77,72,72,65,1,83,48,56,36,58,77,68,35,61,78,55,1,71,26,40,59,25,64,69,55,63,58,19,83,73,89,89,63,63,78,61,60,63,62,68,56,51,1,83,17,29,31,58,67,78,29,48,55,74,1,81,83,63,14,64,72,71,74,60,64,74,1,71,61,55,24,40,75,58,39,50,54,46,1,3,3,4,1,6,1,2,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,13,7,90,116,82,69,109,184,139,60,87,238,139,27,1208,1,0,14,14,0,0,1
1104,1,27,2,1,2,6,38,60,79,85,37,60,78,85,92,91,96,93,94,96,94,91,91,74,94,94,99,95,92,91,62,81,86,88,65,37,65,37,67,70,75,79,87,87,70,68,50,40,89,87,69,70,55,39,7,11,15,21,12,26,39,50,11,24,39,55,14,29,37,50,15,35,60,101,18,31,58,1,101,101,51,1,101,1,101,101,101,101,1,1,1,1,1,1,1,1,1,1,1,1,4,4,45,69,61,53,35,30,85,78,83,81,56,41,101,88,87,92,101,53,59,56,60,61,63,59,88,90,101,83,101,58,85,86,101,85,101,54,86,86,86,86,88,84,85,86,85,85,84,84,91,90,47,50,88,51,87,87,47,82,85,83,100,81,101,96,72,71,71,72,85,71,71,71,71,85,92,93,94,94,94,94,89,92,92,89,89,88,85,84,84,85,83,82,87,85,85,88,87,89,92,92,94,92,92,91,91,89,89,89,91,92,3,6,3,4,3,3,6,6,3,5,4,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,26,16,32,96,62,55,90,96,140,45,48,97,127,38,968,1,0,14,14,0,0,1
1108,1,28,1,1,1,7,34,45,39,37,39,43,45,38,81,85,69,65,78,84,61,76,98,96,75,78,82,87,59,74,49,62,33,43,63,39,51,51,42,37,32,29,39,27,20,22,14,30,23,22,14,12,16,26,6,7,15,24,17,23,28,35,13,20,27,29,26,32,40,40,7,12,18,29,15,27,36,48,87,64,49,26,76,20,12,78,96,46,2,1,2,2,2,1,1,2,1,2,1,2,4,4,26,14,14,8,5,13,16,10,10,9,8,14,77,87,81,89,96,79,84,95,82,94,95,85,76,91,86,91,95,82,70,82,90,83,87,86,74,90,65,87,93,51,85,91,78,71,81,61,77,90,37,79,89,40,73,85,50,84,81,50,64,56,51,71,73,83,94,81,85,81,82,84,81,81,42,84,81,88,96,68,68,84,70,87,92,80,12,13,77,25,19,54,64,69,85,55,84,55,26,14,17,7,10,10,43,39,32,42,18,31,2,2,6,3,1,5,3,1,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,37,14,99,93,60,130,166,318,99,75,116,104,86,21,1418,1,0,14,14,0,0,1
1143,1,36,2,1,1,6,1,1,1,1,10,13,19,26,101,58,87,37,101,55,101,54,101,76,94,86,89,78,26,25,93,76,101,74,14,3,22,9,101,101,77,82,21,1,47,1,2,6,32,23,28,42,53,26,1,1,1,1,1,1,1,1,4,6,9,11,4,17,21,38,1,4,6,16,11,16,26,36,101,101,81,32,10,1,58,101,101,9,1,1,1,1,1,1,1,1,1,1,1,1,4,4,16,14,34,2,6,4,55,34,32,20,15,23,53,33,31,24,36,39,50,23,53,32,48,44,31,20,47,38,58,45,47,26,51,54,40,47,47,48,43,44,66,58,39,78,53,70,39,76,101,52,29,11,61,14,62,23,26,56,28,72,93,73,1,51,93,92,87,79,101,77,56,81,77,58,66,101,81,101,101,101,74,67,79,69,42,56,65,101,86,101,101,101,72,70,75,71,52,66,38,101,6,101,101,101,64,76,72,72,81,75,8,2,7,2,2,2,6,5,6,7,7,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,15,4,39,51,45,79,119,76,114,32,60,80,118,39,871,1,0,14,14,0,0,1
1072,1,36,1,1,1,6,14,11,11,18,23,30,37,45,94,92,85,45,46,48,34,76,76,58,29,51,33,49,44,45,15,28,31,32,87,15,72,28,45,37,46,45,80,28,73,5,2,43,53,54,62,15,10,62,1,1,9,12,15,14,10,35,28,33,40,42,32,32,42,43,20,20,20,33,23,26,32,73,91,88,26,3,64,3,51,55,60,78,1,1,1,1,2,1,2,2,1,1,1,2,4,3,89,38,56,14,15,43,79,69,74,43,27,68,1,11,1,1,96,1,43,48,9,80,79,14,81,81,37,77,72,43,101,76,15,43,93,15,1,23,1,21,12,1,80,76,32,76,73,18,70,57,19,41,57,14,82,79,37,74,81,16,39,69,5,64,32,31,1,34,26,50,46,36,39,54,24,24,18,12,1,11,37,64,40,51,68,48,12,12,26,21,1,17,51,70,44,56,13,31,1,11,1,1,1,1,45,55,39,15,11,21,8,2,3,2,1,4,8,1,3,2,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,25,4,33,33,43,64,62,118,65,33,70,86,64,22,722,1,0,14,14,0,0,1
